,index,q95,rodada,y_pred_LinearRegression
12,124,44.9176,18,64.64873870862465
13,113,37.4758,18,29.425232057646042
14,41,3.4419,18,5.6589851167177585
15,98,0.9242,18,4.9652526699153725
16,54,8.7703,18,12.74252608066611
17,79,19.0626,18,25.957076647632462
18,7,44.5338,18,34.23419996422755
19,92,26.507345,18,59.199780332125016
20,13,0.6751,18,6.230286739217618
21,83,4.8713,18,1.584038588822338
22,138,819.714,18,773.5508756406615
23,128,90.0729,18,87.21044887867161
24,120,12.7955,18,24.801086037173548
25,137,893.539,18,785.3533621598696
26,100,0.0224,18,14.069877390819272
27,80,48.2795,18,85.80441848969474
28,148,804.869,18,754.3665813056338
29,73,14.8822,18,15.617053719358836
0,48,26.3377,19,27.0930170292811
1,71,1.5634,19,-1.2332432211110813
2,108,521.196,19,603.7790625855747
3,70,24.3336,19,35.08236810676912
4,86,417.366,19,426.89483842498043
5,127,92.2362,19,81.19330806986324
6,133,155.102,19,90.50084275251864
7,2,4.9898,19,-1.3439267809918363
8,24,19.7695,19,25.712785508985434
9,88,5.661469999999989,19,11.151880277611596
10,100,0.0224,19,16.596665842090133
11,99,0.2635,19,3.2847842980173283
12,93,19.7051,19,60.31140234374904
13,61,1.4438,19,7.643881777656517
14,51,27.9617,19,29.545732626576395
15,104,60.6356,19,32.573461848542266
16,109,21.0648,19,20.017184845360745
17,58,49.4681,19,68.59145949060941
18,7,44.5338,19,33.768328621037824
19,145,710.2378499999994,19,789.4698567629149
20,59,0.9925,19,3.4710348282992527
21,15,20.7338,19,28.25596275386623
22,36,2.8698,19,-0.694462689284336
23,130,23.9332,19,24.33937479740696
24,98,0.9242,19,5.429686059875181
25,9,50.0127,19,47.78957871114054
26,43,1.3317,19,5.31272713814748
27,52,30.8772,19,35.604585057895505
28,113,37.4758,19,28.06643169099577
29,55,41.95629000000001,19,50.840912496146935
0,138,819.714,20,779.777536223887
1,67,3.9056,20,-1.6348215117656224
2,32,4.744,20,2.563510111842419
3,102,29.2342,20,16.69618227301858
