,codigo,cobacia,cocursodag,q95,knnr_intervalo_i,knnr_intervalo_f,knnr_qtde_dados,knnr_desvio_padrao,knnr_media,knnr_media_lower_bound,knnr_media_upper_bound,knnr_mediana,knnr_mediana_lower_bound,knnr_mediana_upper_bound,knnr_moda,knnr_dentro_intervalo
"(46550000,)","(46550000,)",762595,762,44.9176,20.139366666666668,115.63246666666667,196,73.40977133765152,74.25774439625852,65.77752261755953,86.3249626819728,69.6223,61.5588,80.99763374999999,91.1785,1
"(46570000,)","(46570000,)",762455,7624,4.1632,6.483133333333334,40.531688333333236,194,9.427589818987892,21.39214147766323,20.136907548109967,22.681534435567006,18.187689999999996,17.98239,20.847233333333335,24.947833333333335,0
"(46590000,)","(46590000,)",7624175,7624,26.5578,18.734700000000004,91.1785,217,21.002758339122135,42.18669203533026,39.52359954781107,44.97429425172811,37.38646666666667,33.24756666666667,44.91106666666667,51.248333333333335,1
"(46610000,)","(46610000,)",7623993,762,92.2362,21.364,115.24796666666667,184,70.48662990300629,74.45533555253624,65.90876899547102,85.39342413201994,75.40563333333334,55.07406666666666,75.40563333333334,75.40563333333334,1
"(46650000,)","(46650000,)",762377,762,90.0729,21.364,121.01846666666665,204,73.69318197096125,85.28013087418299,76.57683690318628,96.16698803145425,82.464,76.12673333333333,94.99397499999999,112.85486666666667,1
"(46675000,)","(46675000,)",7623371,762,91.2264,21.364,120.16747666666669,205,49.853602871670915,82.63569686178863,76.58254922947157,90.31174266158537,82.3015,75.74223333333333,92.5233,112.47036666666668,1
"(46770000,)","(46770000,)",762291,7622,23.9332,20.189099166666672,104.07026666666667,210,23.600798582562096,55.2010753968254,51.98661700000001,58.075589535714286,52.1232,45.78593333333333,52.1232,52.1232,1
"(46790000,)","(46790000,)",76225737,7622,65.8824,20.13936666666667,103.41926666666667,196,46.98972549291503,50.53441232142858,45.12784736628402,58.108608263392874,40.497616666666666,38.14013333333333,46.94328333333333,38.14013333333333,1
"(46870000,)","(46870000,)",7622351,7622,63.9294,14.990266666666665,112.47036666666668,202,62.50307226217126,73.9153178217822,66.60641192244225,83.09710225247527,67.31818333333334,60.30113333333333,76.15619291666664,112.13376666666666,1
"(46902000,)","(46902000,)",762311,762,155.102,23.243673333333337,102.8408,208,58.131545994238515,73.56803305288462,67.41055136658653,83.30445741506409,75.74223333333333,75.57393333333334,81.7429,91.1785,0
"(47249000,)","(47249000,)",7619457,76194,0.0,0.05743583333333334,1.9269349999999983,192,0.5677537666866231,0.48307465277777784,0.4117012977430555,0.5720400781249999,0.33516666666666667,0.33516666666666667,0.33516666666666667,0.06353333333333333,0
"(47480000,)","(47480000,)",76187333,7618,0.0813,0.0037333333333333333,1.5833666666666666,181,0.3623750566439643,0.23680368324125234,0.18887516574585636,0.28868045580110496,0.03643333333333333,0.03643333333333333,0.0953,0.03643333333333333,1
"(47900000,)","(47900000,)",7616313,7616,0.1093,0.0,0.40402999999999956,189,0.2145380499580326,0.10334426807760143,0.07435832892416226,0.1357770282186949,0.0271,0.0271,0.0271,0.0271,1
"(48020000,)","(48020000,)",761593,76,893.539,584.8106083333333,778.6879499999999,196,67.9894735457258,720.4407164115648,710.9371758907315,729.2973005208335,758.5156666666667,746.8422833333331,765.7889499999998,778.6879499999999,0
"(48290000,)","(48290000,)",76153553,76,819.714,588.423933333334,803.2962833333331,214,76.10005024840946,727.6471454828662,717.4851224318537,737.4619265225858,765.7889499999998,739.4104333333338,765.7889499999998,803.2962833333331,0
"(48430000,)","(48430000,)",7614511,7614,0.0,0.0,73.587,219,21.458082422380365,12.070535007610351,9.600402279299848,15.080153493150684,0.0,0.0,0.5765333333333333,0.0,1
"(48460000,)","(48460000,)",76142153,76142,0.0,0.0,23.161633333333338,187,9.396010637228736,3.9522008912655977,2.6183527495543673,5.386552526737968,0.0,0.0,0.0,0.0,1
"(48590000,)","(48590000,)",761375,76,806.112,583.7583133333341,821.6866666666667,195,75.62792949329459,742.1815241025641,731.9512468632479,752.3329831538462,770.3229499999998,765.3746166666665,770.3229499999998,807.8302833333332,1
"(48860000,)","(48860000,)",76125111,7612,0.0,0.0,54.280375166666666,207,15.224133278999908,3.688425555555556,1.7250901932367149,5.8029231694847025,0.0,0.0,0.0,0.0,1
"(48880000,)","(48880000,)",76124197,76124,0.0,0.0,1.8789333333333333,221,1.7631889768244253,0.2747242383107092,0.11328496606334842,0.5421097549019616,0.03643333333333333,0.03643333333333333,0.03643333333333333,0.03643333333333333,1
"(49160000,)","(49160000,)",76118195,76118,0.0,0.0,1.9689625000000002,216,0.5231117876520195,0.1262125,0.06291643132716049,0.20454593364197532,0.0271,0.0,0.03643333333333333,0.0,1
"(49330000,)","(49330000,)",76117153,76,710.2378499999994,608.8191800000006,839.7883333333334,198,71.43689594131533,772.1789976430978,760.7892508838386,781.4566139309766,783.1239999999999,778.3860000000001,787.658,778.3860000000001,1
"(49370000,)","(49370000,)",7611555,76,781.017,608.222,839.7883333333334,232,63.80526241082674,749.6088849856322,741.1367402065374,757.634516090158,754.7929499999999,754.7929499999999,755.2072833333332,754.7929499999999,1
"(49480000,)","(49480000,)",76114533,76114,0.0,0.0,0.706573333333331,207,0.2828411520276974,0.06644074074074074,0.0332668156199678,0.11073859098228662,0.03643333333333333,0.0271,0.03643333333333333,0.0,1
"(49660000,)","(49660000,)",761119993,76,804.869,595.143004166667,839.7883333333334,196,62.50879075083048,751.0592807823128,741.9040756802721,759.6431949596089,746.8422833333333,746.8422833333333,755.2072833333332,746.8422833333333,1
"(49705000,)","(49705000,)",76111953,76,749.272,604.9146025000001,839.7883333333333,190,61.66143217068153,752.1719185087718,743.3789745372807,760.3901284714913,765.3746166666665,765.3746166666665,765.3746166666665,765.3746166666665,1
