,codigo,cobacia,cocursodag,q95,RandomForestRegressor_intervalo_i,RandomForestRegressor_intervalo_f,RandomForestRegressor_qtde_dados,RandomForestRegressor_desvio_padrao,RandomForestRegressor_media,RandomForestRegressor_media_lower_bound,RandomForestRegressor_media_upper_bound,RandomForestRegressor_mediana,RandomForestRegressor_mediana_lower_bound,RandomForestRegressor_mediana_upper_bound,RandomForestRegressor_moda,RandomForestRegressor_dentro_intervalo
"(46360000,)","(46360000,)",763193,76,649.721,485.3414691500003,800.8498825750006,190,80.05095708688836,664.0799436847375,653.3712289563956,674.3174478973956,664.3654152500012,653.5879510000004,680.839367031251,393.96719270000045,1
"(46415000,)","(46415000,)",7628113,7628,12.7955,0.3481883899999999,79.0031694099998,213,26.91624908636858,23.01106427042254,19.68965470199531,26.91132701481808,16.039385200000023,9.6959264,22.410785700000016,0.2279739999999999,1
"(46455000,)","(46455000,)",762913,762,25.9419,0.4701899149999997,175.75143974374993,178,55.9971886386398,46.98882797303372,39.76118786264046,55.327275126755644,26.863747100000005,22.274086556250005,31.665443500000006,0.19952279999999997,1
"(46490000,)","(46490000,)",7627817,76278,1.7296,0.8361252712499999,480.05275629375,198,147.9676721865252,256.1423625492425,235.8131006244635,275.0837159756882,282.0436948,269.25111459500005,313.1282917000003,0.2667263999999999,1
"(46543000,)","(46543000,)",762619,7626,22.3438,0.8596759549999999,354.49206475000005,222,95.24555007521657,110.29553890360364,98.63296451384011,123.0608562497016,99.15503457500006,92.45284030000002,115.07202122750006,0.20672720000000003,1
"(46550000,)","(46550000,)",762595,762,44.9176,1.4423616000000001,418.150125125,196,94.32595379222775,99.76660658265308,87.55819038681761,113.59991394896686,75.56816090000001,62.65018961562504,89.20611585812503,0.1818701999999999,1
"(46570000,)","(46570000,)",762455,7624,4.1632,0.9248062950000001,52.81650722125,194,16.053281305796872,18.422105888586163,16.289656005626846,20.794363259942017,15.256928950000002,10.526225825,20.628484000000007,0.4874227999999998,1
"(46590000,)","(46590000,)",7624175,7624,26.5578,0.44453149999999975,110.26146917999985,217,39.80314709171685,36.047091564976974,31.01441346567973,41.6817642057431,30.703911999999978,26.794017399999998,35.29411614999999,0.2316839999999999,1
"(46610000,)","(46610000,)",7623993,762,92.2362,20.5739868125,433.9969704987495,184,109.77015376062715,132.29983953885875,117.00442080469433,149.12293233973506,103.96714602499999,88.63243059249999,127.59605220000009,2.6154548,1
"(46650000,)","(46650000,)",762377,762,90.0729,12.829529708750012,466.2968687875001,204,115.72709001370865,195.85687212401965,180.2330697002267,211.47873325183213,179.00205972500004,166.1061216000001,190.88611222499992,0.9838434000000005,1
"(46675000,)","(46675000,)",7623371,762,91.2264,26.96130913,442.1573618500002,205,101.895946904646,187.7656057795122,174.17355761015241,201.70046149716467,175.35577800000013,158.58675185000004,188.09872290000013,1.4361434,1
"(46770000,)","(46770000,)",762291,7622,23.9332,0.3804612099999998,96.48620372749998,210,34.611812144157945,31.561355086190492,27.45242754507144,36.395276390208345,26.450442400000014,21.95708635187501,32.647846920000006,0.1530615999999999,1
"(46790000,)","(46790000,)",76225737,7622,65.8824,0.7765317250000003,130.77616975000007,196,58.92340121571669,48.35067482627552,41.2639240629592,57.08558605308675,40.37800550000004,32.75872843375003,46.97762322187502,0.1530615999999999,1
"(46870000,)","(46870000,)",7622351,7622,63.9294,0.5435851499999997,433.9802389624999,202,103.07976903331415,95.55443258935647,81.88540514346538,110.22131143508047,62.55797745000004,55.404825500000044,76.38371145000002,0.15965789999999985,1
"(46902000,)","(46902000,)",762311,762,155.102,53.17630552875002,447.02789083749997,208,107.05860063240245,203.25259537307696,188.91713826585337,218.88349394901442,182.5535692750001,169.7610791781249,194.59902449999993,17.386760300000013,1
"(47249000,)","(47249000,)",7619457,76194,0.0,0.46722325999999986,360.2008004750001,192,93.11238128609351,116.31776767526044,103.0039346570508,130.64430265658854,107.6676761,96.35625840000002,118.60466571875003,0.16741099999999995,0
"(47480000,)","(47480000,)",76187333,7618,0.0813,0.2293153,399.13536609999994,181,100.88995415349171,135.13286835994478,120.9920158528177,150.86894647564918,119.64210630000005,108.84693319999997,134.72470399999997,0.12208999999999985,0
"(47900000,)","(47900000,)",7616313,7616,0.1093,0.06797883999999996,351.49041442499947,189,97.43889161521672,72.41065486931218,59.720300382513244,86.01892724882275,21.08243390000002,13.921145791250021,31.871214650000034,0.028195000000000005,1
"(48020000,)","(48020000,)",761593,76,893.539,548.781688625,786.6202285000004,196,68.49677742664294,706.6919360688777,697.1232494252679,715.5649262988522,723.4906995000006,704.0927473500008,736.9686564999997,357.11935699999987,0
"(48290000,)","(48290000,)",76153553,76,819.714,514.2345020624998,822.4570136625002,214,78.57842738081943,727.2836321292056,716.2815372912091,738.1164264415361,745.4898967500003,730.3007177499999,756.5331108750005,360.76692500000007,1
"(48430000,)","(48430000,)",7614511,7614,0.0,0.18334187000000005,61.00572804750001,219,18.4628747642002,12.953585022667978,10.682191936964292,15.494566090184287,1.6283882000000007,1.2396416775000003,3.856925,0.11547539999999999,0
"(48460000,)","(48460000,)",76142153,76142,0.0,0.09224199999999999,140.5576048150001,187,39.64065310303435,21.967167308021402,16.163381538870325,28.14563581449199,1.4668202,0.9774540000000003,4.138828999999999,0.032011000000000005,0
"(48590000,)","(48590000,)",761375,76,806.112,557.5831304499997,816.1743160250002,195,68.83508436225421,729.1480876387179,719.1504561876603,738.7003875553846,742.6941715000003,733.5514330000001,754.2517984999994,459.1143292,1
"(48860000,)","(48860000,)",76125111,7612,0.0,0.5454415149999997,377.20783656,207,98.87947834694756,133.15224043454108,120.11147449532008,146.75804658798313,122.40350315000002,114.22211650000001,134.61432200000013,0.12951180000000007,0
"(48880000,)","(48880000,)",76124197,76124,0.0,0.045435,54.432342250000026,221,16.251842512027405,9.501779269683263,7.484447170090503,11.60225373248304,0.25696800000000003,0.18443339999999997,0.4381856000000001,0.03683500000000001,0
"(49160000,)","(49160000,)",76118195,76118,0.0,0.031529625,94.51247421250002,216,30.367340435033935,17.946613836474874,13.97962963321429,22.196826674970243,0.6964495000000002,0.3105286025,6.779027774999999,0.015220999999999998,0
"(49330000,)","(49330000,)",76117153,76,710.2378499999994,550.7237784750001,819.0276653000006,198,75.15324010819872,734.7283317386364,723.738006985423,745.1127927537185,761.0442644999998,749.5967831125006,767.1927580000001,359.46691100000004,1
"(49370000,)","(49370000,)",7611555,76,781.017,470.64190473749994,806.2873382500003,232,84.34721141091201,719.6995673875,708.413777123987,730.0594276889008,743.2521795,729.6097447500001,754.8391065000003,355.9872889999998,1
"(49480000,)","(49480000,)",76114533,76114,0.0,0.04520374000000002,61.94080482750001,207,20.117961399817247,12.716559366666672,9.948267425809183,15.451934451998797,0.6622817999999991,0.2925009999999999,2.202847399999998,0.021457999999999998,0
"(49660000,)","(49660000,)",761119993,76,804.869,480.0711614875003,796.0543711874998,196,83.55731646828622,703.6308458668366,691.2143986284309,714.478905969477,723.4060514999995,713.7079521874997,733.6827279999993,391.91376549999995,0
"(49705000,)","(49705000,)",76111953,76,749.272,484.1076046175,803.3019607500004,190,84.70069102470079,714.6969988347369,703.2188152068028,726.6806096670527,746.0519277499998,727.4130725000001,754.29319130625,373.93308399999995,1
